seed,reaction_id,candidate_count,external_score_population_sd,external_score_range,spearman_external_vs_prior,spearman_defined
0,45033,9,5.1469865107708594,13.684115052223206,0.26666666666666666,True
0,45034,9,3.3021220195592424,10.70591688156128,0.43333333333333335,True
0,45035,10,7.29257736072043,26.575241088867188,0.43030303030303024,True
0,45036,9,7.815416605742231,25.888614177703857,0.5,True
0,45037,7,4.902947342552831,15.674936413764954,0.4642857142857144,True
0,45038,9,7.7374821985236535,25.830222606658936,-0.049999999999999996,True
0,45039,1,0.0,0.0,,False
0,45040,9,5.157473939266714,13.046343326568604,0.5499999999999999,True
0,45041,7,3.350785419423298,9.523913383483887,0.10714285714285716,True
0,45042,9,8.174770406036352,25.978832006454468,0.5166666666666667,True
0,45043,9,4.033894145163067,14.099663257598877,-0.18333333333333335,True
0,45044,2,1.213038682937622,2.426077365875244,-0.9999999999999999,True
0,45046,5,13.265942952918722,36.763057708740234,0.3,True
0,45047,6,6.8612975923474915,23.10188603401184,0.2571428571428572,True
0,45048,8,9.297665853374411,28.07936716079712,-0.4285714285714286,True
0,45050,7,3.171550891692499,8.952022433280945,0.5,True
0,45051,8,5.246049845893094,15.259945034980774,0.6190476190476191,True
0,45052,10,6.056542421616105,24.327377915382385,0.16363636363636364,True
0,45055,8,12.775298128621435,34.706196308135986,0.8571428571428572,True
0,45056,10,5.645092060392877,17.21894383430481,0.8303030303030302,True
0,45057,10,3.12903767663128,10.75575876235962,0.13939393939393938,True
0,45058,10,4.498034216311761,17.314711093902588,0.41818181818181815,True
0,45059,9,6.335430628023871,21.325292110443115,0.8333333333333333,True
0,45060,10,8.444828713832734,31.601946353912354,0.7454545454545454,True
0,45061,8,4.4862969815486595,12.249476671218872,0.9047619047619048,True
0,45062,10,1.9823925421642592,6.240896791219711,0.17575757575757575,True
0,45063,10,2.5660678637699244,7.3267011642456055,0.41818181818181815,True
0,45064,8,7.883913734153225,21.505192160606384,0.28571428571428575,True
0,45065,6,5.4414691234064945,13.320760726928711,0.6,True
0,45068,9,6.673844866236425,19.84896719455719,-0.25,True
0,45069,9,7.355262233821516,24.56072688102722,0.5166666666666667,True
0,45070,7,5.2736129877466515,13.75418734550476,0.28571428571428575,True
0,45071,4,7.171881448546071,17.767886638641357,0.19999999999999998,True
0,45072,6,9.062864651035781,27.331114292144775,0.14285714285714288,True
0,45073,9,8.615518412281261,27.914334058761597,0.6166666666666666,True
0,45074,3,4.626734727569307,10.512431621551514,1.0,True
0,45075,10,5.070683706181083,16.102768540382385,0.0303030303030303,True
0,45076,10,8.324794091946055,28.49969458580017,0.7841981513472833,True
0,45078,10,6.186080201487942,22.21676194667816,0.7696969696969697,True
0,45080,8,4.950693911477415,18.1838641166687,0.6904761904761906,True
0,45081,8,10.06703867976079,26.701080083847046,0.3333333333333334,True
0,45082,8,5.417877340763801,18.39871120452881,0.0,True
0,45083,8,11.737573776260675,35.63237905502319,0.07142857142857144,True
0,45084,6,7.787998415135264,22.681825160980225,0.3714285714285715,True
0,45085,7,6.478434029545346,17.912035703659058,0.8571428571428573,True
0,45087,8,6.337774664918017,16.162462919950485,0.2380952380952381,True
0,45092,10,10.194149320680175,38.60788404941559,0.24848484848484845,True
0,45093,9,3.238160609128138,11.410237431526184,-0.06666666666666667,True
0,45094,9,13.374785378160635,35.94526958465576,0.6,True
0,45099,9,4.250088360129125,14.6468505859375,0.049999999999999996,True
0,45100,10,6.484450965601033,24.933223247528076,0.2121212121212121,True
0,45101,7,3.32365367066577,9.8763587474823,-0.10714285714285716,True
0,45102,10,7.207034373435456,24.849682092666626,0.5878787878787878,True
0,45103,7,5.300975491192306,17.350192070007324,0.5714285714285715,True
0,45104,8,8.644045860916075,28.41411328315735,0.2142857142857143,True
0,45105,7,11.523664925098451,34.54714894294739,0.28571428571428575,True
0,45106,10,8.306659508770707,27.400647163391113,0.8545454545454544,True
0,45107,8,4.859729583974918,15.21675992012024,0.11904761904761905,True
0,45108,3,2.5677972206438264,6.187612056732178,-0.5,True
0,45109,9,7.058383163882599,24.66817617416382,0.8833333333333333,True
0,45111,10,8.351017329332556,27.19010853767395,0.34545454545454546,True
0,45112,9,5.580318104560659,20.118559956550598,0.5333333333333333,True
0,45113,9,5.179599673246178,16.661253690719604,0.03333333333333333,True
0,45115,9,3.5048410825272303,10.227764368057251,-0.09999999999999999,True
0,45116,9,2.6892347762093247,7.715920686721802,0.5666666666666667,True
0,45117,10,9.04120796104835,28.037790298461914,-0.6242424242424242,True
0,45119,2,7.249972030520439,14.499944061040878,0.9999999999999999,True
0,45120,9,9.42292562307332,34.39184045791626,0.4666666666666666,True
0,45121,9,6.3263070123705365,22.957836627960205,0.5333333333333333,True
0,45122,8,3.1448388874147994,10.679964065551758,0.4761904761904762,True
0,45123,8,7.130660193367112,23.161675214767456,0.7619047619047621,True
0,45124,10,3.497397470140404,12.312000036239624,0.5515151515151515,True
0,45128,10,11.913873779706098,32.8833988904953,0.8303030303030302,True
0,45129,7,10.46735544480529,25.083566784858704,-0.07142857142857144,True
0,45130,9,7.272229583295746,22.82219362258911,0.38333333333333336,True
0,45131,8,7.6466948204717236,23.890186548233032,0.6190476190476191,True
0,45133,8,3.665131790815647,12.916486620903015,0.6904761904761906,True
0,45135,10,5.455168114364754,17.350494503974915,0.34545454545454546,True
0,45136,8,8.980865940041951,23.078603744506836,0.3333333333333334,True
0,45137,7,11.266434411799551,33.12060022354126,0.42857142857142866,True
0,45139,7,7.3153279164696015,23.670635104179382,0.21428571428571433,True
0,45140,10,7.509445495185665,21.921746134757996,0.3939393939393939,True
0,45142,7,10.133776383285465,28.408347725868225,0.642857142857143,True
0,45143,10,9.951141504211261,24.943134546279907,-0.11515151515151514,True
0,45144,10,4.561174045741209,15.414181232452393,0.5878787878787878,True
0,45145,10,7.360618889263676,26.701481342315674,0.2606060606060606,True
0,45146,1,0.0,0.0,,False
0,45147,7,4.493703041707418,12.26608693599701,0.5714285714285715,True
0,45148,9,3.7839703324986966,13.186370134353638,0.049999999999999996,True
0,45149,3,8.896284318178626,19.15140438079834,-0.5,True
0,45150,9,5.552289192531016,19.05084228515625,0.6833333333333333,True
0,45151,6,3.7194302105836723,9.755788683891296,-0.2571428571428572,True
0,45155,9,8.04570335568569,28.43779146671295,0.8333333333333333,True
0,45156,8,9.098343742127351,30.57517910003662,0.9047619047619048,True
0,45157,7,7.590008781619244,20.229158878326416,0.25,True
0,45158,9,14.17328951785846,33.35586738586426,0.18333333333333335,True
0,45159,7,7.084611114191113,18.39707899093628,-0.5714285714285715,True
0,45161,7,7.8195218037367304,23.255692958831787,0.42857142857142866,True
0,45163,10,7.421657932971259,27.142107725143433,0.3696969696969697,True
0,45164,9,5.748481485730898,18.46661067008972,0.7166666666666667,True
0,45165,7,11.932647567655588,38.41607046127319,0.6071428571428572,True
0,45166,9,12.37608045753839,43.26366323232651,0.9166666666666666,True
0,45168,10,9.130276844679877,28.532586097717285,0.8303030303030302,True
0,45169,9,5.882625534344456,18.425365567207336,0.39999999999999997,True
0,45170,8,11.262977553195242,34.38058316707611,0.523809523809524,True
0,45171,9,13.011797429940707,37.91753911972046,0.5,True
0,45172,2,0.5434582233428955,1.086916446685791,0.9999999999999999,True
0,45173,9,4.776487963618814,14.517864227294922,0.5499999999999999,True
0,45174,10,3.451339348057242,8.61747595667839,0.7818181818181817,True
0,45175,9,2.8686221397657112,9.207310557365417,0.41666666666666663,True
0,45176,8,3.080951045490287,9.014747142791748,-0.07142857142857144,True
0,45178,10,9.102063784796647,32.28613758087158,0.7696969696969697,True
0,45179,8,8.24295691155166,26.743061661720276,0.3571428571428572,True
0,45181,3,5.233552430899632,12.323703289031982,1.0,True
0,45182,10,9.018496294969514,28.855427980422974,0.6848484848484848,True
0,45183,9,2.3819115458664526,7.958989262580872,0.6333333333333333,True
0,45184,7,5.71578526986497,16.919872283935547,0.7857142857142859,True
0,45185,9,9.491944235826105,29.89712929725647,0.03333333333333333,True
0,45186,6,8.909521055520063,26.368288815021515,0.7142857142857143,True
0,45187,7,6.185790913898982,17.994815587997437,0.6071428571428572,True
